0.001,0.0317053,0.00152423,0.440351,-3.48465e+58,-8.77298e+60,1.01342e+54,-1.07231e-07,2.08945e-06,-3.50171e-09,-0.000107231,0.00208945,-3.5016e-06,0.0361737,0.00152422,0.432079,1.33649e-05,6.97307e-05,0.000400686,0,0,0,0,0,0,3.81947e-08,-3.63112e-08,7.70475e-08,-3.27067e-06,6.66296e-06,-5.41366e-06,2.6722e-08,-1.45204e-08,-8.36948e-09,1.87396e-06,0,0,
0.002,0.0317143,0.00151893,0.44035,0.00917219,-0.00590195,-0.00118993,-2.65343e-05,4.26123e-05,-4.10609e-05,-0.0264262,0.0405234,-0.0410568,0.0361738,0.00152433,0.43208,2.67276e-05,0.000139345,0.000800704,0,0,0,0,0,0,-8.24146e-05,-0.000224026,0.000316965,-1.30754e-05,2.6637e-05,-2.16426e-05,-0.00133999,-0.00129134,0.0146438,7.49167e-06,0,0,
0.003,0.0317229,0.00150633,0.440343,0.00875551,-0.0134145,-0.00815905,1.4767e-05,7.64136e-05,-8.14402e-05,0.0413033,0.0337988,-0.0403818,0.0361738,0.0015245,0.432081,4.0108e-05,0.000208841,0.00120005,0,0,0,0,0,0,-0.000224406,-0.000416009,0.000505714,-2.94033e-05,5.99e-05,-4.86688e-05,-0.00238869,-0.00216818,0.0200498,1.68469e-05,0,0,
0.004,0.0317315,0.00149514,0.440326,0.00876475,-0.0121167,-0.0171168,9.09964e-05,0.000113879,-0.000121429,0.0762333,0.0374572,-0.0399961,0.0361738,0.00152475,0.432082,5.35259e-05,0.00027822,0.00159873,0,0,0,0,0,0,-0.000383667,-0.000598874,0.000585593,-5.22435e-05,0.00010643,-8.64741e-05,-0.00316578,-0.00283852,0.0216811,2.99333e-05,0,0,
0.005,0.03174,0.00148427,0.440299,0.00870888,-0.0118761,-0.026778,0.000187619,0.000153508,-0.000161355,0.0966278,0.0396155,-0.039939,0.0361739,0.00152506,0.432084,6.7001e-05,0.00034748,0.00199675,0,0,0,0,0,0,-0.000549001,-0.000767324,0.000585597,-8.15851e-05,0.000166204,-0.000135041,-0.00372976,-0.00335552,0.0217688,4.67448e-05,0,0,
0.006,0.0317483,0.00147357,0.440263,0.00856859,-0.0117412,-0.0363207,0.000294657,0.000193361,-0.000201592,0.107046,0.0398344,-0.0402552,0.036174,0.00152544,0.432086,8.0553e-05,0.000416621,0.00239409,0,0,0,0,0,0,-0.000713923,-0.000914562,0.000546022,-0.000117417,0.0002392,-0.00019435,-0.00416425,-0.00375357,0.0217688,6.7275e-05,0,0,
0.007,0.0317565,0.00146293,0.440217,0.00858056,-0.0117288,-0.0459954,0.000409968,0.000233179,-0.000242025,0.11532,0.0397924,-0.0404575,0.0361741,0.00152589,0.432089,9.42012e-05,0.000485643,0.00279076,0,0,0,0,0,0,-0.000877003,-0.00103988,0.00047323,-0.000159729,0.000325396,-0.000264384,-0.00448816,-0.00404678,0.0217688,9.15177e-05,0,0,
0.008,0.0317648,0.00145233,0.440162,0.00857757,-0.0117319,-0.055608,0.000532203,0.000273,-0.000282625,0.122245,0.0397884,-0.0406314,0.0361742,0.00152641,0.432092,0.000107965,0.000554545,0.00318677,0,0,0,0,0,0,-0.00103755,-0.00114282,0.000373119,-0.000208509,0.00042477,-0.000345126,-0.00471896,-0.00424598,0.0217688,0.000119467,0,0,
0.009,0.0317645,0.00145299,0.44013,-0.000339093,0.000164579,-0.0305702,0.000581162,0.000255692,-0.000304118,0.0489535,-0.0173225,-0.021506,0.0361743,0.001527,0.432095,0.000121864,0.000623326,0.0035821,0,0,0,0,0,0,-0.00115471,-0.00123096,0.000321981,-0.000263747,0.0005373,-0.000436556,-0.00488392,-0.00451386,0.0217688,0.000151116,0,0,
0.01,0.0317574,0.00144675,0.44012,-0.00692408,-0.0072212,-0.0101183,0.000669511,0.000272724,-0.000344989,0.088355,0.0170034,-0.0408947,0.0361744,0.00152766,0.432099,0.000135917,0.000691986,0.00397677,0,0,0,0,0,0,-0.00128223,-0.00133764,0.000225237,-0.000325431,0.000662963,-0.000538657,-0.0049297,-0.00462137,0.0217688,0.000186458,0,0,
0.011,0.0317515,0.00144126,0.440107,-0.00573419,-0.00646488,-0.0131058,0.000760681,0.000287261,-0.000384484,0.0911749,0.0145038,-0.0395201,0.0361745,0.00152839,0.432103,0.000150143,0.000760525,0.00437076,0,0,0,0,0,0,-0.00140796,-0.00141741,0.000116398,-0.000393552,0.000801737,-0.000651411,-0.00492971,-0.00465772,0.0217688,0.000225489,0,0,
0.012,0.0317466,0.00143611,0.440092,-0.00471172,-0.00610604,-0.0146652,0.000849693,0.000299209,-0.000423376,0.0890169,0.0119118,-0.0389179,0.0361747,0.00152918,0.432108,0.000164562,0.000828941,0.00476409,0,0,0,0,0,0,-0.00152494,-0.00146568,1.17496e-05,-0.000468097,0.0009536,-0.0007748,-0.00492971,-0.00465772,0.0217688,0.0002682,0,0,
0.013,0.0317427,0.00143129,0.440076,-0.00377152,-0.00573047,-0.0156689,0.000931369,0.000308862,-0.000461403,0.0816804,0.00961755,-0.0380524,0.0361749,0.00153004,0.432113,0.000179191,0.000897235,0.00515674,0,0,0,0,0,0,-0.00162741,-0.00148395,-8.92985e-05,-0.000549057,0.00111853,-0.000908805,-0.00492972,-0.00465773,0.0217688,0.000314586,0,0,
0.014,0.0317397,0.00142658,0.44006,-0.00287444,-0.00559094,-0.0163167,0.00100569,0.000316894,-0.000498564,0.0743275,0.00799563,-0.0371842,0.0361751,0.00153097,0.432118,0.00019405,0.000965405,0.00554872,0,0,0,0,0,0,-0.00171651,-0.00148396,-0.00018664,-0.00063642,0.0012965,-0.00105341,-0.00492972,-0.00465773,0.0217688,0.000364642,0,0,
0.015,0.0317375,0.00142198,0.440043,-0.00200379,-0.00543589,-0.0167713,0.00107299,0.000324266,-0.000534844,0.0672971,0.00733757,-0.0363015,0.0361753,0.00153197,0.432124,0.000209157,0.00103345,0.00594004,0,0,0,0,0,0,-0.00179334,-0.00148395,-0.000279956,-0.000730175,0.0014875,-0.00120859,-0.00492973,-0.00465773,0.0217688,0.000418359,0,0,
0.016,0.0317362,0.00141752,0.440026,-0.00125377,-0.00526837,-0.0173441,0.00113364,0.000331035,-0.000570229,0.0606543,0.00673587,-0.0354051,0.0361755,0.00153304,0.43213,0.000224531,0.00110137,0.00633068,0,0,0,0,0,0,-0.00185899,-0.00148394,-0.000370264,-0.000830311,0.0016915,-0.00137434,-0.00492973,-0.00465773,0.0217688,0.000475733,0,0,
0.017,0.0317355,0.0014132,0.440008,-0.000537176,-0.00509087,-0.0178271,0.00118801,0.000337253,-0.000604713,0.0543768,0.00618544,-0.0345017,0.0361757,0.00153418,0.432136,0.000240191,0.00116917,0.00672065,0,0,0,0,0,0,-0.00191448,-0.00148392,-0.000458134,-0.000936818,0.00190847,-0.00155063,-0.00492973,-0.00465773,0.0217688,0.000536757,0,0,
0.018,0.0317355,0.00140902,0.439989,0.000150224,-0.00490434,-0.0182422,0.00123645,0.000342968,-0.000638296,0.0484418,0.00568562,-0.0335995,0.036176,0.00153538,0.432143,0.000256153,0.00123684,0.00710995,0,0,0,0,0,0,-0.00196075,-0.00148391,-0.000544099,-0.00104968,0.0021384,-0.00173745,-0.00492973,-0.00465773,0.0217688,0.000601425,0,0,
0.019,0.0317362,0.00140502,0.439971,0.000810837,-0.00470955,-0.0185981,0.00127927,0.000348234,-0.000670986,0.0428282,0.00523786,-0.032705,0.0361762,0.00153665,0.432151,0.000272438,0.00130438,0.00749858,0,0,0,0,0,0,-0.00199873,-0.00148389,-0.000628678,-0.0011689,0.00238126,-0.00193478,-0.00492974,-0.00465774,0.0217688,0.00066973,0,0,
0.02,0.0317376,0.00140118,0.439952,0.00144878,-0.00450708,-0.0189008,0.00131679,0.000353103,-0.000702797,0.0375159,0.00484259,-0.0318237,0.0361765,0.00153799,0.432158,0.000289061,0.00137179,0.00788654,0,0,0,0,0,0,-0.00202926,-0.00148388,-0.000712372,-0.00129445,0.00263704,-0.00214259,-0.00492974,-0.00465774,0.0217688,0.000741667,0,0,
0.021,0.0317395,0.00139751,0.439932,0.00206522,-0.00429745,-0.0191564,0.00134927,0.000357625,-0.000733745,0.0324863,0.00449933,-0.0309597,0.0361768,0.00153939,0.432166,0.000306043,0.00143908,0.00827382,0,0,0,0,0,0,-0.00205317,-0.00148386,-0.000795664,-0.00142633,0.0029057,-0.00236088,-0.00492974,-0.00465774,0.0217688,0.000817228,0,0,
0.022,0.0317421,0.00139404,0.439913,0.00266192,-0.00408106,-0.0193683,0.00137699,0.000361853,-0.000763851,0.0277226,0.00420726,-0.0301159,0.0361771,0.00154087,0.432175,0.0003234,0.00150624,0.00866043,0,0,0,0,0,0,-0.00207122,-0.00148384,-0.00087902,-0.00156453,0.00318723,-0.00258962,-0.00492974,-0.00465774,0.0217688,0.000896408,0,0,
0.023,0.0317452,0.00139076,0.439893,0.0032402,-0.00385828,-0.0195406,0.00140019,0.000365836,-0.000793137,0.0232086,0.00396454,-0.0292945,0.0361775,0.00154241,0.432184,0.00034115,0.00157326,0.00904637,0,0,0,0,0,0,-0.00208413,-0.00148382,-0.000962891,-0.00170903,0.0034816,-0.0028288,-0.00492974,-0.00465774,0.0217688,0.000979201,0,0,
